PowerCapacity	Unit	Zone	Technology	Fuel	Efficiency	MinUpTime	MinDownTime	RampUpRate	RampDownRate	StartUpCost	NoLoadCost	RampingCost	PartLoadMin	MinEfficiency	StartUpTime	CO2Intensity	CHPType	CHPPowerToHeat	STOCapacity	STOSelfDischarge	STOMaxChargingPower	STOChargingEfficiency	id
21.6	HKW Erlangen_BNA0261a	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0261a
6.7	HKW Erlangen_BNA0261c	DE	COMC	GAS	0.603	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0261c
200	Weisweiler_BNA1023	DE	GTUR	GAS	0.3956	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1023
200	Weisweiler_BNA1024	DE	GTUR	GAS	0.3956	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1024
75	Heizkraftwerk FL_BNA1819	DE	COMC	GAS	0.612	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		112.5					BNA1819
70	HKW Niederrad_BNA0285	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		121.1111111					BNA0285
99	HKW West_BNA0286	DE	GTUR	GAS	0.3644	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45		150					BNA0286
13.4	HKW Freiberg_BNA1541	DE	STUR	GAS	0.3993	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1541
60.1	GuD Anlage WVK_BNA0293	DE	COMC	GAS	0.531	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0293
27	HKW_BNA1315	DE	STUR	GAS	0.3861	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1315
26.2	Kraftwerk 3_BNA1492a	DE	STUR	GAS	0.374	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1492a
8	Kraftwerk 2_BNA1492b	DE	STUR	GAS	0.3982	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1492b
74	Heizkraftwerk Gera-Nord_BNA0343	DE	STUR	GAS	0.3806	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0343
18.8	HKW Göttingen_BNA0354	DE	STUR	GAS	0.3828	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0354
14.7	"HKW ""Helmshäger Berg""_BNA0360"	DE	GTUR	GAS	0.3696	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0360
40	Kraftwerk Grenzach-Wyhlen_BNA0361	DE	STUR	GAS	0.3894	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0361
572	Staudinger_BNA0374	DE	STUR	GAS	0.3597	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0374
22	Energiezentrum Mohn Media_BNA0386	DE	STUR	GAS	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0386
230	Heizkraftwerk Hagen-Kabel_BNA0389	DE	COMC	GAS	0.558	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		108					BNA0389
97	HKW Halle Trotha_BNA0392a	DE	STUR	GAS	0.3905	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0392a
54	HKW Halle Trotha_BNA0392b	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0392b
127	GuD Tiefstack_BNA0400	DE	COMC	GAS	0.5805	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		170					BNA0400
22.5	Heizkraftwerk_BNA0401	DE	STUR	GAS	0.3762	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0401
417.1	Trianel Gaskraftwerk _BNA0410	DE	COMC	GAS	0.576	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0410
420.9	Trianel Gaskraftwerk _BNA0411	DE	COMC	GAS	0.576	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0411
230	GKL_BNA0418	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		185					BNA0418
102	KWH_BNA0419	DE	STUR	GAS	0.3575	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		280					BNA0419
13.5	KWKK Heidelberg_BNA1151	DE	STUR	GAS	0.3872	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1151
18.9	IHKW Heidenheim_BNA1292b	DE	STUR	GAS	0.4004	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1292b
417	Cuno Heizkraftwerk Herdecke_BNA0442	DE	COMC	GAS	0.5715	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0442
109.5	Wintershall_BNA0444	DE	COMC	GAS	0.3915	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		299					BNA0444
15.8	Werk Clauen_BNA1499	DE	STUR	GAS	0.385	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1499
800	Knapsack Gas I_BNA0548a	DE	COMC	GAS	0.567	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0548a
430	Knapsack Gas II_BNA0548b	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0548b
86	Heizkraftwerk_BNA0499	DE	COMC	GAS	0.5535	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		276.1052632					BNA0499
96.5	ADS-Anlage_BNA0497	DE	GTUR	GAS	0.4112	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45		126					BNA0497
182	HKW Jena_BNA0504	DE	COMC	GAS	0.522	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		225					BNA0504
11.6	HKW Karcherstr._BNA0510a	DE	STUR	GAS	0.3729	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0510a
11.4	P&L Werk Appeldorn_BNA1165	DE	STUR	GAS	0.3894	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1165
353	Rheinhafen-Dampfkraftwerk_BNA0514	DE	COMC	GAS	0.531	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0514
37	Heizkraftwerk West_BNA0515	DE	STUR	GAS	0.3674	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0515
50	Kombi-HKW_BNA0521	DE	STUR	GAS	0.3707	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0521
21.5	HKW Humboldtstr._BNA0527	DE	STUR	GAS	0.3905	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0527
201.5	KW Kirchlengern_BNA0531	DE	COMC	GAS	0.45	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0531
23.4	Werk Klein Wanzleben_BNA1506	DE	STUR	GAS	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1506
35	HKW Südstadt_BNA0544	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0544
413	HKW Niehl 2_BNA0545	DE	COMC	GAS	0.576	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		370					BNA0545
108	HKW Merkenich_BNA0546	DE	COMC	GAS	0.558	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		80					BNA0546
15.5	HKW Merkenich_BNA1182	DE	STUR	GAS	0.3465	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		28.33700441					BNA1182
15.8	HKW Merheim_BNA1183	DE	COMC	GAS	0.5445	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1183
459.9	Niehl 3_BNA1818	DE	STUR	GAS	0.4026	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1818
25.8	KWK-Anlage Krefeld DT_BNA0556a	DE	STUR	GAS	0.3905	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0556a
14	KWK-Anlage Krefeld VM_BNA0556b	DE	ICEN	GAS	0.435	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0556b
12.6	Heizkraftwerk Krefeld_BNA1502	DE	STUR	GAS	0.3993	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1502
12.8	K&N PFK AG EV_BNA1329	DE	COMC	GAS	0.5085	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1329
13	GUD-Anlage DREWSEN_BNA1450	DE	COMC	GAS	0.54	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1450
10.2	P&L Werk Lage_BNA1187	DE	STUR	GAS	0.363	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1187
56	Landesbergen Gas_BNA0574a	DE	GTUR	GAS	0.3098	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0574a
431	Landesbergen Gas_BNA0574b	DE	STUR	GAS	0.3553	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0574b
167	Heizkraftwerk Leipzig-Nord_BNA0588	DE	COMC	GAS	0.585	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		200					BNA0588
11.3	HKW-Mitte_BNA1658	DE	STUR	GAS	0.363	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1658
12.8	HKW-West_BNA1193	DE	STUR	GAS	0.3861	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1193
39	GuD Leuna_BNA0592	DE	COMC	GAS	0.531	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0592
35	ILK-GuD_BNA0593	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0593
35	ILK-GuD_BNA0594	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0594
37	ILK-GuD_BNA0595	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0595
27	X-Kraftwerk_BNA0600a	DE	STUR	GAS	0.3641	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		147.6692308					BNA0600a
116	Emsland_BNA0602	DE	COMC	GAS	0.5895	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0602
116	Emsland_BNA0603	DE	COMC	GAS	0.5895	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0603
359	Emsland_BNA0604	DE	COMC	GAS	0.4185	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		37					BNA0604
359	Emsland_BNA0605	DE	COMC	GAS	0.423	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		37					BNA0605
887	Emsland_BNA0606	DE	COMC	GAS	0.585	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		50					BNA0606
66	BP Werk Lingen_BNA1509	DE	STUR	GAS	0.3806	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1509
37.7	Industriekraftwerk Greifswald_BNA1531	DE	STUR	GAS	0.4004	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1531
47	KW Mitte_BNA0614a	DE	GTUR	GAS	0.3592	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0614a
410	Kraftwerk Süd_BNA0615	DE	COMC	GAS	0.5265	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		420					BNA0615
497.5	Kraftwerk Mitte_BNA0614b	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		540					BNA0614b
12	BHKW Ludwigshafen_BNA1196a	DE	STUR	GAS	0.3883	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1196a
12	Industriekraftwerk Ludwigshafen_BNA1196b	DE	COMC	GAS	0.5535	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1196b
434.2	Kraftwerk Mainz_BNA0626	DE	COMC	GAS	0.5445	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		115					BNA0626
335	Kraftwerk Mainz_BNA0627	DE	COMC	GAS	0.4365	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		45					BNA0627
17.2	GuD-Kraftwerk_BNA1200	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1200
61.1	Kraftwerk III_BNA0658	DE	COMC	GAS	0.5535	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		171.8024513					BNA0658
77.6	Kraftwerk III_BNA0659	DE	COMC	GAS	0.5535	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		218.1975487					BNA0659
60.6	Kraftwerk IV_BNA1676	DE	STUR	GAS	0.4026	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1676
42	Gemeinschaftskraftwerk Weig_BNA1523a	DE	COMC	GAS	0.504	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1523a
0	Gemeinschaftskraftwerk Weig_BNA1523b	DE	COMC	GAS	0.5985	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA1523b
0	Gemeinschaftskraftwerk Weig_BNA1523d	DE	STUR	GAS	0.3531	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1523d
24	INEOS Kraftwerk_BNA1332	DE	STUR	GAS	0.3795	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1332
34.3	EVC / GLOBALFOUNDRIES_BNA1396	DE	STUR	GAS	0.3828	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1396
79.7	Süd DT1_BNA0683a	DE	COMC	GAS	0.45	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		75.21597096					BNA0683a
97.9	Süd GT3_BNA0683b	DE	COMC	GAS	0.45	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		92.39201452					BNA0683b
97.9	Süd GT2_BNA0683c	DE	COMC	GAS	0.45	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		92.39201452					BNA0683c
124.9	Süd GT 61_BNA0684a	DE	COMC	GAS	0.558	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		153.6362912					BNA0684a
123.9	Süd GT 62_BNA0684b	DE	COMC	GAS	0.558	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		152.4062168					BNA0684b
127.6	Süd DT60_BNA0684c	DE	COMC	GAS	0.558	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		156.957492					BNA0684c
11.1	Energiezentrale 1992_BNA1327a	DE	STUR	GAS	0.3762	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1327a
7.4	Erweiterung Energiezentrale 2003_BNA1327b	DE	STUR	GAS	0.3883	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1327b
17.2	Energiezentrale 2016_BNA1678	DE	STUR	GAS	0.4015	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1678
100.2	Heizkraftwerk Hafen_BNA0685	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		120					BNA0685
75	GuD-HKW Neubrandenburg_BNA0688	DE	COMC	GAS	0.5265	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0688
18.9	FS-Karton_BNA1406	DE	STUR	GAS	0.3762	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1406
25.4	Cogeneration_BNA0702	DE	STUR	GAS	0.3806	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0702
30.6	Werk Nordstemmen_BNA1498	DE	STUR	GAS	0.3333	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1498
18.1	Heizkraftwerk zur Papierfabrik_BNA1402	DE	STUR	GAS	0.3795	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1402
37.5	Thyrow_BNA0734	DE	GTUR	GAS	0.3514	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0734
36.5	Thyrow_BNA0738	DE	GTUR	GAS	0.3462	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0738
36.5	Thyrow_BNA0739	DE	GTUR	GAS	0.3462	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0739
36.5	Thyrow_BNA0740	DE	GTUR	GAS	0.3462	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0740
36.5	Thyrow_BNA0741	DE	GTUR	GAS	0.3462	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0741
75	HKW Sandreuth_BNA0742	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		142.8571429					BNA0742
75	HKW Sandreuth_BNA0743	DE	COMC	GAS	0.5625	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		142.8571429					BNA0743
383	Franken 1_BNA0744	DE	COMC	GAS	0.4185	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0744
440	Franken 1_BNA0745	DE	COMC	GAS	0.432	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0745
4.2	GT1 _BNA1444a	DE	GTUR	GAS	0.3618	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1444a
4.2	GT2 _BNA1444b	DE	GTUR	GAS	0.3618	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1444b
5.1	GT3 _BNA1444c	DE	GTUR	GAS	0.3644	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1444c
5.1	GT4 _BNA1444d	DE	GTUR	GAS	0.367	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1444d
23.1	HKW 1_BNA0752	DE	STUR	GAS	0.3542	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0752
24.5	HKW 2_BNA0753	DE	STUR	GAS	0.3795	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0753
36	Obernburg_BNA0755a	DE	COMC	GAS	0.18	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		40.32					BNA0755a
64	Obernburg_BNA0755b	DE	COMC	GAS	0.5175	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		71.68					BNA0755b
30	HKW 1 Werk Offstein_BNA1516	DE	STUR	GAS	0.3762	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1516
5.3	PWG_BNA1225	DE	STUR	GAS	0.3729	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1225
5.3	PWG_BNA1226	DE	STUR	GAS	0.3707	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1226
41.2	Heizkraftwerk Pforzheim GmbH_BNA0800	DE	COMC	GAS	0.45	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0800
35	Hattorf_BNA0804a	DE	STUR	GAS	0.3432	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0804a
17.3	Hattorf_BNA0804b	DE	STUR	GAS	0.3993	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0804b
97.9	Kraftwerk Plattling_BNA0805	DE	COMC	GAS	0.585	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		150					BNA0805
81.8	HKW Potsdam-Süd_BNA0814	DE	STUR	GAS	0.3806	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0814
24	HBB_BNA1328	DE	STUR	GAS	0.3861	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1328
10.5	Regensburg_BNA1861	DE	STUR	GAS	0.3971	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1861
2.7	Regensburg_BNA1862	DE	STUR	GAS	0.4026	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1862
15.5	Kraftwerk Meggle_BNA1238	DE	STUR	GAS	0.385	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1238
9.8	BHKW-Hauffstraße_BNA0832	DE	ICEN	GAS	0.4574	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0832
79	Solvay Kraftwerk Rheinberg_BNA0834	DE	GTUR	GAS	0.315	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0834
16	Heizkraftwerk Evonik Rheinfelden_BNA1408	DE	STUR	GAS	0.363	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1408
9.8	Gasmotore_BNA0842a	DE	ICEN	GAS	0.4574	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0842a
9.2	Gasmotor 4_BNA0842b	DE	ICEN	GAS	0.4602	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0842b
4.3	Gasmotor 5_BNA0843	DE	ICEN	GAS	0.4588	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA0843
108	GuD Marienehe_BNA0848	DE	COMC	GAS	0.522	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		120					BNA0848
26.5	HKW Schwarza_BNA0856	DE	STUR	GAS	0.3146	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0856
112.1	GuD-Anlage Rüsselsheim_BNA0857	DE	COMC	GAS	0.5355	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		88					BNA0857
75	HKW Römerbrücke_BNA0861a	DE	COMC	GAS	0.594	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		141					BNA0861a
38.6	Gas- u. Dampfturbinenanlage Südraum_BNA1464	DE	STUR	GAS	0.3982	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1464
64	UPM Schongau_BNA1248a	DE	STUR	GAS	0.3509	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1248a
65	HKW3 UPM Schongau_BNA1248b	DE	STUR	GAS	0.4015	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1248b
122	GuD Schwarzheide_BNA0893	DE	COMC	GAS	0.513	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		209					BNA0893
44.9	HKW Schwerin Süd_BNA0896	DE	STUR	GAS	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0896
23	HKW Schwerin Lankow_BNA0897	DE	STUR	GAS	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0897
95	Heizkraftwerk Sindelfingen_BNA1260	DE	STUR	GAS	0.3993	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45		102					BNA1260
15.1	Gasturbinen-HKW St. Wendel_BNA1863	DE	GTUR	GAS	0.4164	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1863
173	Dow Stade_BNA0918b	DE	COMC	GAS	0.603	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45							BNA0918b
30.7	KWK AOS GmbH_BNA1437	DE	GTUR	GAS	0.4112	0	0	1	1	112542.12	0	0	0.4	0.525	1	0.45							BNA1437
123	GuD-Ikw Staßfurt_BNA0922	DE	COMC	GAS	0.522	5	1	0.038508725	0.038508725	112542.12	0	0	0.4	0.525	1	0.45		160					BNA0922
11.4	Steinitz_BNA1403	DE	STUR	GAS	0.3839	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1403
22	Heizkraftwerk Stendal_BNA1489	DE	STUR	GAS	0.3784	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1489
12.2	HKW Pfaffenwald_BNA1333a	DE	STUR	GAS	0.3718	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1333a
11.3	HKW Pfaffenwald_BNA1333b	DE	STUR	GAS	0.3509	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1333b
11.6	HKW Pfaffenwald_BNA1333c	DE	STUR	GAS	0.3498	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1333c
13.5	HKW Bohrhügel_BNA1264	DE	STUR	GAS	0.3795	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1264
13.4	BHKW Obere Viehweide_BNA0957	DE	STUR	GAS	0.385	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA0957
33.6	Unterbreizbach_BNA1271	DE	STUR	GAS	0.3465	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1271
58.1	PKV Kraftwerk_BNA1335a	DE	STUR	GAS	0.3729	9.558732394	7.812253521	0.040224969	0.040224969	112542.12	0	0	0.4	0.525	1	0.45							BNA1335a
